ID	Marital Status	Gender	 Income 	Children	Education	Occupation	Home Owner	Cars	Commute Distance	Region	Age	Age Range	Purchased Bike
25058	Married	Male	" $100,000 "	1	Bachelors	Management	Yes	3	2-5 Miles	Pacific	47	Middle Age	No
23426	Single	Male	" $80,000 "	5	Graduate Degree	Management	Yes	3	0-1 Miles	Pacific	40	Adult	No
14798	Single	Female	" $10,000 "	4	Partial High School	Manual	Yes	2	0-1 Miles	Europe	41	Adult	Yes
12664	Married	Female	" $130,000 "	5	Partial College	Professional	Yes	4	0-1 Miles	Europe	59	Middle Age	No
23979	Single	Male	" $10,000 "	2	Partial College	Manual	No	0	0-1 Miles	Europe	50	Middle Age	No
25605	Single	Female	" $20,000 "	2	Partial College	Manual	No	1	0-1 Miles	Europe	54	Middle Age	Yes
20797	Married	Female	" $10,000 "	1	Bachelors	Manual	Yes	0	0-1 Miles	Europe	48	Middle Age	No
21980	Single	Female	" $60,000 "	1	Bachelors	Professional	Yes	1	5-10 Miles	Pacific	44	Adult	Yes
25460	Married	Female	" $20,000 "	2	High School	Manual	Yes	0	0-1 Miles	Europe	40	Adult	Yes
29181	Single	Female	" $60,000 "	2	Bachelors	Professional	No	1	0-1 Miles	Pacific	38	Adult	Yes
24279	Single	Male	" $40,000 "	2	Partial College	Skilled Manual	No	2	1-2 Miles	Pacific	52	Middle Age	No
22402	Married	Male	" $10,000 "	0	Partial College	Manual	Yes	1	2-5 Miles	Pacific	25	Young Adult	Yes
15465	Married	Female	" $10,000 "	0	Partial College	Manual	No	1	0-1 Miles	Pacific	25	Young Adult	No
26757	Single	Male	" $90,000 "	1	Bachelors	Professional	Yes	1	2-5 Miles	Pacific	47	Middle Age	Yes
14233	Single	Male	" $100,000 "	0	High School	Management	Yes	3	10+ Miles	Pacific	35	Adult	No
14058	Single	Male	" $70,000 "	0	Bachelors	Professional	No	1	5-10 Miles	Pacific	41	Adult	Yes
12273	Married	Male	" $30,000 "	1	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	47	Middle Age	No
17203	Married	Female	" $130,000 "	4	Partial College	Professional	Yes	4	5-10 Miles	Europe	61	Middle Age	Yes
18144	Married	Female	" $80,000 "	5	Bachelors	Management	Yes	2	2-5 Miles	Europe	61	Middle Age	No
23963	Married	Male	" $10,000 "	0	Partial High School	Manual	No	2	0-1 Miles	Europe	33	Adult	No
17907	Married	Female	" $10,000 "	0	Partial College	Manual	Yes	1	2-5 Miles	Pacific	27	Young Adult	No
19442	Single	Male	" $50,000 "	0	Graduate Degree	Skilled Manual	Yes	0	0-1 Miles	Europe	37	Adult	Yes
17504	Single	Female	" $80,000 "	2	Partial College	Skilled Manual	Yes	2	5-10 Miles	Pacific	52	Middle Age	Yes
12253	Single	Female	" $20,000 "	0	Partial College	Manual	Yes	0	0-1 Miles	Pacific	29	Young Adult	Yes
27304	Single	Female	" $110,000 "	2	Partial College	Professional	No	3	5-10 Miles	Europe	48	Middle Age	No
14191	Married	Male	" $160,000 "	4	Partial College	Professional	No	2	10+ Miles	Europe	55	Middle Age	Yes
12212	Married	Female	" $10,000 "	0	Graduate Degree	Manual	Yes	0	0-1 Miles	Europe	37	Adult	Yes
25529	Single	Male	" $10,000 "	1	Graduate Degree	Manual	Yes	0	0-1 Miles	Europe	44	Adult	No
22170	Married	Female	" $30,000 "	3	Partial College	Clerical	No	2	1-2 Miles	Pacific	55	Middle Age	Yes
19445	Married	Female	" $10,000 "	2	High School	Manual	No	1	0-1 Miles	Europe	38	Adult	No
15265	Single	Male	" $40,000 "	2	Bachelors	Management	Yes	2	5-10 Miles	Pacific	66	Senior	Yes
28918	Married	Female	" $130,000 "	4	High School	Management	No	4	10+ Miles	Europe	58	Middle Age	No
15799	Married	Female	" $90,000 "	1	Bachelors	Professional	Yes	1	2-5 Miles	Pacific	47	Middle Age	Yes
11047	Married	Female	" $30,000 "	3	High School	Skilled Manual	No	2	1-2 Miles	Pacific	56	Middle Age	Yes
18151	Single	Male	" $80,000 "	5	Partial College	Professional	No	2	10+ Miles	Europe	59	Middle Age	No
20606	Married	Female	" $70,000 "	0	Bachelors	Professional	Yes	4	10+ Miles	Pacific	32	Adult	Yes
19482	Married	Male	" $30,000 "	1	Partial College	Clerical	Yes	1	0-1 Miles	Europe	44	Adult	Yes
16489	Married	Male	" $30,000 "	3	High School	Skilled Manual	Yes	2	5-10 Miles	Pacific	55	Middle Age	No
26944	Single	Male	" $90,000 "	2	High School	Manual	Yes	0	0-1 Miles	Europe	36	Adult	Yes
15682	Single	Female	" $80,000 "	5	Bachelors	Management	Yes	2	10+ Miles	Europe	62	Middle Age	No
26032	Married	Female	" $70,000 "	5	Bachelors	Professional	Yes	4	10+ Miles	Pacific	41	Adult	No
17843	Single	Female	" $10,000 "	0	Partial High School	Manual	No	2	0-1 Miles	Europe	32	Adult	No
25559	Single	Male	" $20,000 "	0	Bachelors	Clerical	Yes	0	0-1 Miles	Pacific	25	Young Adult	Yes
16209	Single	Female	" $50,000 "	0	Graduate Degree	Skilled Manual	Yes	0	1-2 Miles	Europe	36	Adult	No
11147	Married	Male	" $60,000 "	2	Graduate Degree	Management	Yes	1	0-1 Miles	Pacific	67	Senior	Yes
15214	Single	Female	" $100,000 "	0	Graduate Degree	Management	No	1	1-2 Miles	Pacific	39	Adult	Yes
11453	Single	Male	" $80,000 "	0	Bachelors	Professional	No	3	10+ Miles	Pacific	33	Adult	Yes
24584	Single	Male	" $60,000 "	0	Bachelors	Professional	No	3	2-5 Miles	Pacific	31	Adult	No
12585	Married	Male	" $10,000 "	1	High School	Manual	Yes	0	2-5 Miles	Pacific	27	Young Adult	Yes
18626	Single	Male	" $40,000 "	2	Partial College	Clerical	Yes	0	1-2 Miles	Europe	33	Adult	Yes
29298	Single	Female	" $60,000 "	1	Partial College	Skilled Manual	Yes	1	5-10 Miles	Pacific	46	Middle Age	Yes
24842	Single	Female	" $90,000 "	3	High School	Professional	No	1	2-5 Miles	Europe	51	Middle Age	No
15657	Married	Male	" $30,000 "	3	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	46	Middle Age	Yes
11415	Single	Male	" $90,000 "	5	Partial College	Professional	No	2	10+ Miles	Europe	62	Middle Age	No
28729	Single	Female	" $20,000 "	0	Partial High School	Manual	Yes	2	1-2 Miles	Europe	26	Young Adult	Yes
22633	Single	Female	" $40,000 "	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	37	Adult	Yes
25649	Single	Female	" $30,000 "	3	Partial College	Clerical	Yes	0	0-1 Miles	Europe	42	Adult	Yes
14669	Married	Female	" $80,000 "	4	Graduate Degree	Management	Yes	1	0-1 Miles	Pacific	36	Adult	No
19299	Married	Female	" $50,000 "	0	Graduate Degree	Skilled Manual	Yes	0	0-1 Miles	Europe	36	Adult	Yes
20946	Single	Female	" $30,000 "	0	Partial College	Clerical	No	1	2-5 Miles	Europe	30	Adult	No
11451	Single	Male	" $70,000 "	0	Bachelors	Professional	No	4	10+ Miles	Pacific	31	Adult	Yes
25553	Married	Male	" $30,000 "	1	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	65	Senior	Yes
27951	Single	Male	" $80,000 "	4	Partial College	Professional	No	2	2-5 Miles	Europe	54	Middle Age	Yes
25026	Married	Male	" $20,000 "	2	Partial High School	Clerical	Yes	3	5-10 Miles	Pacific	54	Middle Age	No
13673	Single	Female	" $20,000 "	0	Partial High School	Manual	No	2	0-1 Miles	Europe	25	Young Adult	No
16043	Single	Male	" $10,000 "	1	Bachelors	Manual	Yes	0	0-1 Miles	Europe	48	Middle Age	No
22399	Single	Male	" $10,000 "	0	Partial College	Manual	Yes	1	1-2 Miles	Pacific	26	Young Adult	Yes
27696	Married	Male	" $60,000 "	1	Bachelors	Professional	Yes	1	5-10 Miles	Pacific	43	Adult	Yes
25313	Single	Male	" $10,000 "	0	Partial High School	Manual	No	2	1-2 Miles	Europe	35	Adult	No
13813	Married	Female	" $30,000 "	3	Partial College	Clerical	No	0	0-1 Miles	Europe	42	Adult	No
18711	Single	Female	" $70,000 "	5	Bachelors	Professional	Yes	4	10+ Miles	Pacific	39	Adult	No
19650	Married	Female	" $30,000 "	2	Partial College	Clerical	No	2	0-1 Miles	Pacific	67	Senior	No
14135	Married	Male	" $20,000 "	1	Partial College	Manual	Yes	0	1-2 Miles	Europe	35	Adult	No
12833	Single	Female	" $20,000 "	3	High School	Manual	Yes	1	0-1 Miles	Europe	42	Adult	Yes
26849	Married	Male	" $10,000 "	3	Partial High School	Manual	Yes	2	0-1 Miles	Europe	43	Adult	No
20962	Married	Female	" $20,000 "	1	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	45	Middle Age	No
28915	Single	Male	" $80,000 "	5	High School	Management	Yes	3	10+ Miles	Europe	57	Middle Age	No
22830	Married	Male	" $120,000 "	4	Partial College	Management	Yes	3	10+ Miles	Europe	56	Middle Age	No
14777	Married	Female	" $40,000 "	0	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	38	Adult	Yes
12591	Married	Female	" $30,000 "	4	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	45	Middle Age	No
24174	Married	Male	" $20,000 "	0	Bachelors	Clerical	Yes	0	0-1 Miles	Pacific	27	Young Adult	Yes
24611	Single	Male	" $90,000 "	0	Bachelors	Professional	No	4	10+ Miles	Pacific	35	Adult	Yes
11340	Married	Female	" $10,000 "	1	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	70	Senior	Yes
25693	Single	Female	" $30,000 "	5	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	44	Adult	Yes
25555	Married	Female	" $10,000 "	0	Partial College	Manual	No	1	0-1 Miles	Pacific	26	Young Adult	Yes
22006	Married	Male	" $70,000 "	5	Partial College	Skilled Manual	Yes	3	5-10 Miles	Pacific	46	Middle Age	No
20060	Single	Female	" $30,000 "	0	High School	Manual	No	1	2-5 Miles	Europe	34	Adult	Yes
17702	Married	Male	" $10,000 "	1	Graduate Degree	Manual	Yes	0	0-1 Miles	Europe	37	Adult	No
12503	Single	Female	" $30,000 "	3	Partial College	Clerical	Yes	2	0-1 Miles	Europe	27	Young Adult	No
23908	Single	Male	" $30,000 "	1	Bachelors	Clerical	No	1	0-1 Miles	Europe	39	Adult	Yes
22527	Single	Female	" $20,000 "	0	High School	Manual	No	1	2-5 Miles	Europe	29	Young Adult	No
19057	Married	Female	" $120,000 "	3	Bachelors	Management	No	2	10+ Miles	Europe	52	Middle Age	Yes
